                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    139,                 2.0529,                 1.2386,                 1.1412,                0.51437,                0.37357,                0.39367,                0.17102,                 1.9624,                 1.2246,                 1.1481,               0.005479,               0.005479,               0.005479
                    140,                 2.0546,                 1.2397,                 1.1458,                  0.517,                0.37238,                0.39472,                0.17114,                  1.962,                 1.2239,                 1.1479,               0.005446,               0.005446,               0.005446
                    141,                 2.0583,                 1.2355,                 1.1462,                0.49882,                0.37852,                 0.3947,                 0.1716,                 1.9617,                 1.2232,                 1.1478,               0.005413,               0.005413,               0.005413
                    142,                 2.0514,                   1.24,                   1.14,                0.50108,                0.37818,                0.39505,                0.17177,                 1.9614,                 1.2225,                 1.1476,                0.00538,                0.00538,                0.00538
                    143,                 2.0542,                 1.2396,                 1.1473,                0.50104,                0.37726,                0.39426,                0.17201,                 1.9611,                 1.2219,                 1.1475,               0.005347,               0.005347,               0.005347
                    144,                 2.0577,                 1.2435,                 1.1419,                0.50239,                0.37672,                0.39426,                0.17199,                 1.9609,                 1.2212,                 1.1474,               0.005314,               0.005314,               0.005314
                    145,                 2.0507,                 1.2244,                 1.1404,                0.50649,                0.37568,                0.39586,                0.17228,                 1.9605,                 1.2205,                 1.1473,               0.005281,               0.005281,               0.005281
                    146,                 2.0558,                 1.2339,                 1.1421,                0.51379,                0.37454,                0.39708,                0.17255,                 1.9601,                 1.2198,                 1.1471,               0.005248,               0.005248,               0.005248
                    147,                 2.0474,                 1.2269,                 1.1429,                0.51465,                0.37551,                0.39874,                0.17249,                 1.9598,                  1.219,                 1.1471,               0.005215,               0.005215,               0.005215
                    148,                 2.0428,                 1.2309,                  1.141,                0.51583,                0.37504,                0.39874,                0.17251,                 1.9593,                 1.2184,                 1.1469,               0.005182,               0.005182,               0.005182
                    149,                 2.0412,                 1.2277,                 1.1385,                0.49171,                0.38558,                0.39997,                0.17272,                 1.9588,                 1.2177,                 1.1467,               0.005149,               0.005149,               0.005149
                    150,                 2.0442,                 1.2336,                 1.1423,                0.48993,                0.38663,                0.40026,                0.17284,                 1.9585,                 1.2169,                 1.1465,               0.005116,               0.005116,               0.005116
                    151,                 2.0489,                 1.2234,                   1.14,                0.49031,                0.38685,                0.40041,                0.17305,                 1.9581,                 1.2161,                 1.1463,               0.005083,               0.005083,               0.005083
                    152,                 2.0422,                 1.2158,                 1.1395,                0.49147,                0.38907,                0.40057,                0.17353,                 1.9576,                 1.2154,                 1.1462,                0.00505,                0.00505,                0.00505
                    153,                 2.0484,                 1.2275,                 1.1385,                0.49018,                0.38971,                0.40095,                0.17369,                 1.9573,                 1.2148,                  1.146,               0.005017,               0.005017,               0.005017
                    154,                 2.0455,                 1.2206,                  1.141,                0.49138,                  0.389,                0.40076,                0.17379,                  1.957,                 1.2141,                 1.1459,               0.004984,               0.004984,               0.004984
                    155,                 2.0491,                 1.2291,                 1.1428,                0.49029,                0.38869,                0.40106,                0.17369,                 1.9566,                 1.2135,                 1.1458,               0.004951,               0.004951,               0.004951
                    156,                 2.0408,                 1.2227,                 1.1388,                0.49303,                0.38834,                0.40246,                 0.1739,                 1.9563,                 1.2128,                 1.1456,               0.004918,               0.004918,               0.004918
                    157,                 2.0505,                 1.2239,                 1.1384,                0.48447,                0.39482,                 0.4033,                0.17406,                 1.9559,                 1.2121,                 1.1455,               0.004885,               0.004885,               0.004885
                    158,                 2.0375,                 1.2216,                 1.1395,                0.48731,                0.39412,                0.40234,                 0.1741,                 1.9556,                 1.2116,                 1.1453,               0.004852,               0.004852,               0.004852
                    159,                 2.0415,                 1.2205,                 1.1401,                0.49638,                0.39004,                0.40261,                0.17428,                 1.9552,                  1.211,                 1.1451,               0.004819,               0.004819,               0.004819
                    160,                 2.0379,                 1.2145,                 1.1366,                0.48849,                0.39427,                0.40237,                0.17423,                  1.955,                 1.2105,                  1.145,               0.004786,               0.004786,               0.004786
                    161,                 2.0381,                 1.2203,                 1.1405,                0.48954,                0.39639,                0.40292,                0.17436,                 1.9546,                   1.21,                 1.1449,               0.004753,               0.004753,               0.004753
                    162,                  2.041,                 1.2214,                 1.1368,                0.48943,                0.39619,                0.40292,                0.17446,                 1.9542,                 1.2093,                 1.1447,                0.00472,                0.00472,                0.00472
                    163,                 2.0375,                 1.2169,                  1.137,                0.48819,                0.39619,                0.40317,                0.17459,                 1.9537,                 1.2085,                 1.1445,               0.004687,               0.004687,               0.004687
                    164,                 2.0324,                 1.2052,                  1.135,                0.49739,                0.39478,                0.40459,                 0.1751,                 1.9533,                 1.2078,                 1.1444,               0.004654,               0.004654,               0.004654
                    165,                 2.0277,                 1.2057,                 1.1365,                0.49603,                0.39488,                0.40521,                0.17554,                 1.9529,                 1.2071,                 1.1442,               0.004621,               0.004621,               0.004621
                    166,                 2.0359,                 1.2185,                 1.1392,                0.49674,                0.39497,                0.40669,                0.17575,                 1.9525,                 1.2064,                 1.1441,               0.004588,               0.004588,               0.004588
                    167,                 2.0243,                 1.2044,                 1.1374,                0.49866,                0.39594,                0.40742,                 0.1762,                 1.9521,                 1.2056,                  1.144,               0.004555,               0.004555,               0.004555
                    168,                 2.0306,                 1.2019,                 1.1363,                0.49944,                0.39544,                0.40776,                0.17643,                 1.9516,                 1.2051,                 1.1438,               0.004522,               0.004522,               0.004522
                    169,                 2.0358,                 1.2111,                 1.1372,                0.52912,                 0.3915,                0.41011,                0.17642,                 1.9513,                 1.2045,                 1.1437,               0.004489,               0.004489,               0.004489
                    170,                 2.0289,                 1.1969,                 1.1329,                0.53072,                0.38988,                0.41021,                0.17655,                 1.9509,                 1.2038,                 1.1436,               0.004456,               0.004456,               0.004456
                    171,                 2.0338,                 1.2073,                 1.1303,                0.53047,                0.39003,                0.41041,                0.17667,                 1.9505,                 1.2031,                 1.1434,               0.004423,               0.004423,               0.004423
                    172,                 2.0335,                 1.2016,                 1.1361,                0.53614,                0.38867,                0.41117,                0.17685,                 1.9501,                 1.2025,                 1.1433,                0.00439,                0.00439,                0.00439
                    173,                 2.0343,                 1.2089,                 1.1347,                0.53659,                 0.3888,                0.41211,                0.17685,                 1.9496,                 1.2018,                 1.1431,               0.004357,               0.004357,               0.004357
                    174,                 2.0303,                 1.1945,                 1.1345,                0.52313,                 0.3921,                0.41297,                0.17729,                 1.9491,                 1.2011,                 1.1429,               0.004324,               0.004324,               0.004324
                    175,                 2.0254,                 1.1938,                 1.1319,                0.53406,                0.38813,                0.41309,                0.17744,                 1.9486,                 1.2002,                 1.1427,               0.004291,               0.004291,               0.004291
                    176,                 2.0224,                 1.1953,                 1.1337,                0.53214,                0.38833,                0.41203,                 0.1776,                  1.948,                 1.1996,                 1.1425,               0.004258,               0.004258,               0.004258
                    177,                 2.0293,                  1.202,                 1.1409,                0.54113,                0.38634,                0.41322,                0.17788,                 1.9475,                  1.199,                 1.1423,               0.004225,               0.004225,               0.004225
                    178,                 2.0212,                 1.1929,                 1.1308,                0.54345,                0.38547,                0.41361,                0.17793,                  1.947,                 1.1984,                 1.1421,               0.004192,               0.004192,               0.004192
                    179,                 2.0296,                 1.1922,                 1.1315,                0.54126,                0.38572,                0.41387,                0.17817,                 1.9466,                 1.1977,                 1.1419,               0.004159,               0.004159,               0.004159
                    180,                 2.0184,                 1.1888,                 1.1288,                0.53712,                0.38624,                0.41496,                0.17848,                 1.9462,                 1.1971,                 1.1418,               0.004126,               0.004126,               0.004126
                    181,                 2.0187,                 1.1922,                 1.1298,                0.53442,                0.38676,                0.41684,                 0.1789,                 1.9458,                 1.1964,                 1.1417,               0.004093,               0.004093,               0.004093
                    182,                 2.0262,                 1.1939,                 1.1331,                0.53488,                 0.3875,                0.41666,                0.17919,                 1.9453,                 1.1957,                 1.1415,                0.00406,                0.00406,                0.00406
                    183,                  2.016,                 1.1872,                 1.1283,                0.53445,                0.38757,                0.41699,                0.17946,                 1.9448,                 1.1951,                 1.1413,               0.004027,               0.004027,               0.004027
                    184,                 2.0222,                 1.1917,                 1.1356,                0.53304,                0.38758,                0.41694,                0.17971,                 1.9445,                 1.1945,                 1.1413,               0.003994,               0.003994,               0.003994
                    185,                 2.0143,                 1.1852,                 1.1321,                0.53209,                0.38738,                0.41761,                0.17984,                  1.944,                 1.1939,                 1.1411,               0.003961,               0.003961,               0.003961
                    186,                 2.0225,                 1.1863,                 1.1316,                  0.533,                0.38732,                0.41797,                0.18035,                 1.9436,                 1.1934,                 1.1409,               0.003928,               0.003928,               0.003928
                    187,                 2.0184,                 1.1875,                  1.128,                0.53452,                0.38788,                 0.4183,                0.18053,                 1.9432,                 1.1928,                 1.1408,               0.003895,               0.003895,               0.003895
                    188,                 2.0189,                 1.1828,                 1.1297,                0.52887,                0.38902,                0.41864,                0.18054,                 1.9428,                 1.1924,                 1.1406,               0.003862,               0.003862,               0.003862
                    189,                 2.0137,                 1.1733,                 1.1304,                 0.5324,                 0.3879,                0.41874,                0.18078,                 1.9424,                 1.1919,                 1.1405,               0.003829,               0.003829,               0.003829
                    190,                 2.0042,                 1.1783,                 1.1283,                0.53283,                0.38782,                0.41888,                0.18083,                 1.9419,                 1.1914,                 1.1403,               0.003796,               0.003796,               0.003796
                    191,                 2.0244,                 1.1839,                 1.1283,                0.53264,                0.38721,                0.41907,                0.18113,                 1.9414,                  1.191,                 1.1401,               0.003763,               0.003763,               0.003763
                    192,                 2.0161,                 1.1789,                 1.1294,                0.53306,                0.38725,                0.41909,                0.18153,                  1.941,                 1.1905,                   1.14,                0.00373,                0.00373,                0.00373
                    193,                  2.016,                 1.1792,                 1.1254,                0.53266,                0.38673,                0.42099,                0.18177,                 1.9406,                   1.19,                 1.1398,               0.003697,               0.003697,               0.003697
                    194,                 2.0091,                 1.1721,                 1.1277,                 0.5291,                0.38819,                0.42215,                0.18228,                 1.9402,                 1.1895,                 1.1397,               0.003664,               0.003664,               0.003664
                    195,                 2.0087,                 1.1727,                 1.1274,                0.52817,                0.38984,                0.42296,                0.18234,                 1.9397,                 1.1889,                 1.1396,               0.003631,               0.003631,               0.003631
                    196,                 2.0119,                 1.1755,                 1.1253,                 0.5258,                0.39061,                0.42295,                0.18233,                 1.9392,                 1.1885,                 1.1394,               0.003598,               0.003598,               0.003598
                    197,                 2.0058,                 1.1688,                 1.1276,                0.52578,                0.39092,                 0.4231,                0.18265,                 1.9388,                  1.188,                 1.1392,               0.003565,               0.003565,               0.003565
                    198,                 2.0037,                 1.1594,                 1.1241,                0.52432,                0.39107,                 0.4234,                0.18269,                 1.9383,                 1.1876,                  1.139,               0.003532,               0.003532,               0.003532
                    199,                 2.0099,                   1.17,                 1.1297,                0.52558,                0.39113,                0.42373,                0.18295,                 1.9378,                 1.1872,                 1.1388,               0.003499,               0.003499,               0.003499
                    200,                 2.0025,                 1.1654,                 1.1285,                0.52544,                0.39208,                0.42348,                0.18326,                 1.9373,                 1.1869,                 1.1386,               0.003466,               0.003466,               0.003466
                    201,                 2.0028,                 1.1717,                 1.1258,                 0.5238,                0.39137,                0.42375,                0.18334,                 1.9369,                 1.1865,                 1.1384,               0.003433,               0.003433,               0.003433
                    202,                 2.0074,                 1.1656,                 1.1287,                0.52486,                0.39069,                0.42386,                 0.1837,                 1.9364,                 1.1862,                 1.1383,                 0.0034,                 0.0034,                 0.0034
                    203,                 2.0038,                 1.1655,                  1.126,                0.52534,                0.39311,                0.42476,                0.18396,                  1.936,                 1.1857,                 1.1381,               0.003367,               0.003367,               0.003367
                    204,                 2.0043,                 1.1697,                 1.1311,                  0.524,                0.39339,                0.42502,                0.18408,                 1.9355,                 1.1852,                  1.138,               0.003334,               0.003334,               0.003334
                    205,                 2.0094,                 1.1746,                 1.1268,                0.52465,                0.39314,                0.42555,                0.18425,                  1.935,                 1.1847,                 1.1378,               0.003301,               0.003301,               0.003301
                    206,                 2.0031,                 1.1634,                 1.1254,                0.52434,                0.39308,                0.42559,                0.18451,                 1.9345,                 1.1843,                 1.1376,               0.003268,               0.003268,               0.003268
                    207,                 2.0078,                 1.1657,                 1.1249,                0.52487,                0.39314,                0.42732,                0.18502,                 1.9341,                 1.1839,                 1.1374,               0.003235,               0.003235,               0.003235
                    208,                 1.9987,                 1.1587,                 1.1211,                0.52784,                 0.3923,                0.42769,                 0.1854,                 1.9337,                 1.1836,                 1.1373,               0.003202,               0.003202,               0.003202
                    209,                 2.0014,                 1.1649,                  1.127,                0.52736,                0.39271,                  0.428,                0.18567,                 1.9333,                 1.1833,                 1.1371,               0.003169,               0.003169,               0.003169
                    210,                 1.9951,                 1.1635,                 1.1228,                0.52993,                0.39277,                0.42813,                0.18566,                  1.933,                 1.1829,                  1.137,               0.003136,               0.003136,               0.003136
                    211,                 2.0015,                 1.1551,                 1.1218,                0.53057,                0.39322,                 0.4286,                0.18583,                 1.9326,                 1.1825,                 1.1369,               0.003103,               0.003103,               0.003103
                    212,                 2.0028,                 1.1535,                 1.1266,                0.51929,                0.39515,                0.42767,                0.18607,                 1.9323,                 1.1822,                 1.1367,                0.00307,                0.00307,                0.00307
                    213,                 1.9917,                  1.152,                 1.1239,                0.51533,                0.39739,                0.42781,                0.18616,                 1.9319,                 1.1818,                 1.1366,               0.003037,               0.003037,               0.003037
                    214,                 1.9924,                 1.1536,                 1.1206,                0.51032,                0.39937,                0.42846,                0.18609,                 1.9314,                 1.1814,                 1.1364,               0.003004,               0.003004,               0.003004
                    215,                 1.9929,                 1.1573,                 1.1252,                0.50846,                0.40003,                 0.4288,                0.18636,                  1.931,                  1.181,                 1.1362,               0.002971,               0.002971,               0.002971
                    216,                 1.9909,                 1.1537,                 1.1212,                0.51057,                0.39956,                0.42947,                0.18652,                 1.9307,                 1.1807,                  1.136,               0.002938,               0.002938,               0.002938
                    217,                 1.9926,                   1.15,                   1.12,                0.51173,                0.39952,                0.42721,                 0.1864,                 1.9303,                 1.1804,                 1.1359,               0.002905,               0.002905,               0.002905
                    218,                 1.9942,                 1.1476,                 1.1243,                0.51278,                0.39865,                0.42842,                 0.1868,                 1.9299,                 1.1801,                 1.1357,               0.002872,               0.002872,               0.002872
                    219,                 1.9943,                 1.1491,                 1.1245,                 0.5144,                0.39832,                0.42936,                0.18723,                 1.9297,                 1.1798,                 1.1356,               0.002839,               0.002839,               0.002839
                    220,                 1.9916,                 1.1466,                 1.1205,                0.51239,                0.39836,                0.42968,                0.18758,                 1.9293,                 1.1796,                 1.1354,               0.002806,               0.002806,               0.002806
                    221,                 1.9803,                 1.1281,                 1.1198,                 0.5113,                0.39949,                0.43012,                0.18814,                  1.929,                 1.1792,                 1.1352,               0.002773,               0.002773,               0.002773
                    222,                 1.9885,                 1.1369,                 1.1211,                0.51475,                0.39874,                0.43056,                0.18828,                 1.9287,                 1.1789,                 1.1351,                0.00274,                0.00274,                0.00274
                    223,                 1.9768,                 1.1286,                  1.115,                0.50667,                0.40729,                0.43441,                0.18891,                 1.9284,                 1.1786,                  1.135,               0.002707,               0.002707,               0.002707
                    224,                 1.9862,                   1.14,                 1.1147,                0.50576,                0.40705,                0.43297,                0.18935,                 1.9281,                 1.1783,                 1.1348,               0.002674,               0.002674,               0.002674
                    225,                  1.996,                 1.1451,                 1.1188,                0.50767,                0.40823,                0.43321,                0.18949,                 1.9278,                 1.1781,                 1.1347,               0.002641,               0.002641,               0.002641
                    226,                 1.9765,                 1.1378,                 1.1189,                 0.5094,                0.41053,                0.43334,                0.18987,                 1.9274,                 1.1779,                 1.1345,               0.002608,               0.002608,               0.002608
                    227,                 1.9954,                 1.1429,                 1.1216,                0.51278,                   0.41,                0.43461,                0.19038,                  1.927,                 1.1776,                 1.1343,               0.002575,               0.002575,               0.002575
                    228,                 1.9832,                 1.1322,                 1.1213,                0.51466,                0.40944,                 0.4348,                0.19038,                 1.9266,                 1.1773,                 1.1342,               0.002542,               0.002542,               0.002542
                    229,                 1.9866,                 1.1414,                 1.1171,                0.50671,                0.41445,                0.43509,                0.19062,                 1.9263,                 1.1772,                  1.134,               0.002509,               0.002509,               0.002509
                    230,                 1.9849,                 1.1277,                 1.1164,                0.50433,                0.41474,                0.43554,                 0.1908,                 1.9259,                  1.177,                 1.1338,               0.002476,               0.002476,               0.002476
                    231,                 1.9833,                 1.1348,                 1.1197,                0.50574,                0.41521,                0.43506,                0.19039,                 1.9255,                 1.1768,                 1.1336,               0.002443,               0.002443,               0.002443
                    232,                 1.9729,                 1.1305,                 1.1184,                0.50652,                0.41499,                0.43502,                0.19051,                 1.9252,                 1.1765,                 1.1335,                0.00241,                0.00241,                0.00241
                    233,                 1.9811,                  1.131,                 1.1186,                0.50531,                0.41604,                0.43476,                0.19055,                 1.9248,                 1.1764,                 1.1334,               0.002377,               0.002377,               0.002377
                    234,                 1.9842,                 1.1323,                 1.1174,                0.50952,                0.41446,                0.43435,                0.19075,                 1.9243,                 1.1762,                 1.1332,               0.002344,               0.002344,               0.002344
                    235,                 1.9771,                 1.1262,                 1.1157,                0.51241,                0.41364,                0.43549,                0.19121,                  1.924,                  1.176,                 1.1331,               0.002311,               0.002311,               0.002311
                    236,                  1.971,                 1.1188,                 1.1126,                0.51282,                0.41434,                0.43566,                0.19134,                 1.9237,                 1.1757,                 1.1329,               0.002278,               0.002278,               0.002278
                    237,                 1.9772,                 1.1222,                 1.1104,                0.51309,                0.41519,                0.43484,                0.19135,                 1.9234,                 1.1753,                 1.1328,               0.002245,               0.002245,               0.002245
                    238,                 1.9697,                 1.1185,                 1.1129,                0.51546,                0.41488,                0.43352,                0.19132,                 1.9232,                  1.175,                 1.1327,               0.002212,               0.002212,               0.002212
                    239,                  1.973,                 1.1222,                 1.1197,                0.52026,                0.41253,                0.43422,                0.19168,                 1.9229,                 1.1749,                 1.1325,               0.002179,               0.002179,               0.002179
                    240,                 1.9772,                 1.1289,                 1.1201,                0.52314,                0.41262,                0.43425,                0.19173,                 1.9226,                 1.1747,                 1.1324,               0.002146,               0.002146,               0.002146
                    241,                 1.9642,                  1.114,                 1.1137,                0.52794,                0.41426,                0.43468,                0.19216,                 1.9222,                 1.1744,                 1.1323,               0.002113,               0.002113,               0.002113
                    242,                 1.9649,                 1.1171,                 1.1175,                0.52648,                0.41589,                0.43493,                0.19232,                 1.9219,                 1.1741,                 1.1321,                0.00208,                0.00208,                0.00208
                    243,                 1.9723,                 1.1112,                 1.1162,                0.53094,                0.41747,                0.43546,                0.19239,                 1.9216,                 1.1739,                  1.132,               0.002047,               0.002047,               0.002047
                    244,                 1.9663,                 1.1087,                 1.1148,                0.51835,                0.41439,                0.43537,                0.19245,                 1.9213,                 1.1735,                 1.1319,               0.002014,               0.002014,               0.002014
                    245,                 1.9717,                 1.1111,                 1.1155,                0.51821,                0.41393,                0.43598,                0.19269,                  1.921,                 1.1733,                 1.1317,               0.001981,               0.001981,               0.001981
                    246,                  1.965,                 1.1046,                 1.1102,                 0.5175,                0.41394,                0.43647,                0.19297,                 1.9207,                 1.1731,                 1.1316,               0.001948,               0.001948,               0.001948
                    247,                 1.9686,                 1.1063,                 1.1125,                0.52343,                0.41481,                0.43647,                0.19311,                 1.9205,                 1.1727,                 1.1315,               0.001915,               0.001915,               0.001915
                    248,                 1.9625,                 1.1071,                 1.1112,                0.52225,                 0.4227,                0.43636,                0.19349,                 1.9203,                 1.1723,                 1.1314,               0.001882,               0.001882,               0.001882
                    249,                 1.9553,                 1.1077,                 1.1117,                 0.5218,                0.42415,                 0.4369,                0.19374,                 1.9201,                  1.172,                 1.1313,               0.001849,               0.001849,               0.001849
                    250,                 1.9591,                 1.1072,                 1.1143,                0.51483,                0.42643,                 0.4368,                0.19385,                 1.9197,                 1.1716,                 1.1312,               0.001816,               0.001816,               0.001816
                    251,                 1.9566,                 1.1032,                 1.1132,                 0.5196,                0.42569,                0.43684,                0.19401,                 1.9194,                 1.1713,                 1.1311,               0.001783,               0.001783,               0.001783
                    252,                 1.9586,                 1.1012,                 1.1106,                0.52537,                0.42321,                0.43709,                0.19428,                 1.9192,                  1.171,                 1.1309,                0.00175,                0.00175,                0.00175
                    253,                 1.9521,                  1.101,                 1.1107,                0.52298,                0.42326,                0.43714,                0.19433,                 1.9188,                 1.1709,                 1.1308,               0.001717,               0.001717,               0.001717
                    254,                 1.9584,                 1.1009,                 1.1108,                0.53949,                0.41646,                 0.4375,                 0.1943,                 1.9186,                 1.1705,                 1.1307,               0.001684,               0.001684,               0.001684
                    255,                 1.9522,                 1.0998,                 1.1097,                 0.5288,                 0.4247,                0.43851,                0.19495,                 1.9184,                 1.1704,                 1.1306,               0.001651,               0.001651,               0.001651
                    256,                 1.9554,                 1.0934,                 1.1102,                0.53314,                 0.4291,                0.43957,                0.19507,                  1.918,                 1.1699,                 1.1305,               0.001618,               0.001618,               0.001618
                    257,                 1.9572,                 1.1011,                 1.1124,                0.53505,                0.42914,                0.44043,                0.19586,                 1.9178,                 1.1698,                 1.1303,               0.001585,               0.001585,               0.001585
                    258,                 1.9486,                 1.0953,                 1.1066,                0.53514,                0.42895,                0.44028,                0.19546,                 1.9174,                 1.1696,                 1.1302,               0.001552,               0.001552,               0.001552
                    259,                 1.9521,                 1.0961,                 1.1061,                0.53361,                 0.4294,                0.44157,                0.19589,                 1.9172,                 1.1692,                 1.1301,               0.001519,               0.001519,               0.001519
                    260,                 1.9525,                 1.0896,                 1.1111,                0.53262,                0.42883,                0.44086,                0.19594,                 1.9168,                 1.1689,                 1.1299,               0.001486,               0.001486,               0.001486
                    261,                 1.9565,                 1.0941,                 1.1131,                0.53309,                0.42863,                0.44092,                0.19599,                 1.9166,                 1.1685,                 1.1298,               0.001453,               0.001453,               0.001453
                    262,                 1.9528,                 1.0922,                 1.1097,                0.51405,                0.43139,                0.44092,                0.19628,                 1.9163,                 1.1682,                 1.1297,                0.00142,                0.00142,                0.00142
                    263,                 1.9472,                 1.0926,                 1.1099,                0.52862,                0.43455,                0.44238,                0.19653,                  1.916,                 1.1677,                 1.1296,               0.001387,               0.001387,               0.001387
                    264,                 1.9454,                  1.091,                 1.1105,                0.53026,                0.43416,                 0.4436,                0.19698,                 1.9159,                 1.1674,                 1.1295,               0.001354,               0.001354,               0.001354
                    265,                  1.953,                 1.0936,                 1.1073,                0.53307,                0.43357,                 0.4438,                0.19722,                 1.9155,                 1.1671,                 1.1293,               0.001321,               0.001321,               0.001321
                    266,                   1.95,                 1.0865,                  1.108,                0.53473,                0.43417,                 0.4447,                0.19762,                 1.9153,                 1.1668,                 1.1292,               0.001288,               0.001288,               0.001288
                    267,                 1.9503,                 1.0865,                 1.1084,                0.53637,                0.43404,                0.44483,                0.19775,                  1.915,                 1.1665,                 1.1291,               0.001255,               0.001255,               0.001255
                    268,                 1.9488,                 1.0897,                 1.1094,                 0.5381,                0.43294,                0.44524,                0.19784,                 1.9147,                 1.1663,                  1.129,               0.001222,               0.001222,               0.001222
                    269,                 1.9359,                 1.0766,                 1.1034,                0.53835,                0.43279,                0.44563,                0.19785,                 1.9145,                  1.166,                 1.1289,               0.001189,               0.001189,               0.001189
                    270,                 1.9472,                 1.0843,                 1.1086,                 0.5395,                0.43255,                0.44605,                0.19802,                 1.9142,                 1.1655,                 1.1287,               0.001156,               0.001156,               0.001156
                    271,                 1.9406,                 1.0781,                 1.1012,                0.53868,                0.43236,                0.44595,                0.19805,                 1.9139,                 1.1652,                 1.1286,               0.001123,               0.001123,               0.001123
                    272,                 1.9491,                 1.0854,                 1.1127,                0.53979,                0.43246,                0.44694,                 0.1982,                 1.9135,                 1.1649,                 1.1284,                0.00109,                0.00109,                0.00109
                    273,                 1.9374,                 1.0805,                 1.1079,                0.54033,                0.43408,                0.44761,                0.19848,                 1.9132,                 1.1645,                 1.1283,               0.001057,               0.001057,               0.001057
                    274,                  1.929,                 1.0762,                 1.1049,                0.54242,                0.43384,                0.44814,                0.19885,                  1.913,                 1.1642,                 1.1282,               0.001024,               0.001024,               0.001024
                    275,                 1.9328,                  1.073,                 1.1054,                0.54525,                 0.4335,                0.44879,                0.19921,                 1.9127,                  1.164,                  1.128,               0.000991,               0.000991,               0.000991
                    276,                  1.939,                 1.0768,                 1.1043,                0.54601,                0.43337,                0.44866,                0.19933,                 1.9125,                 1.1636,                 1.1279,               0.000958,               0.000958,               0.000958
                    277,                 1.9377,                 1.0793,                 1.1066,                0.54577,                0.43518,                0.44993,                0.19953,                 1.9122,                 1.1632,                 1.1278,               0.000925,               0.000925,               0.000925
                    278,                 1.9424,                 1.0732,                 1.1067,                0.54806,                0.43481,                0.45029,                0.19994,                 1.9119,                 1.1629,                 1.1276,               0.000892,               0.000892,               0.000892
